amin
-------
13219,46335,5
13219,4896,5
13219,114180,3
13219,112818,4
13219,112852,3
13219,112370,4
13219,5574,5
13219,130462,1
13219,112183,2
13219,4993,3
13219,79132,5
13219,2273,4
13219,54648,5
13219,112552,5
13219,88744,4
13219,106487,4
13219,108190,5
